Name,Population,Poverty Count,Poverty Rate,County
Alameda County,1559308.0,197191.0,12.64605837974281,001
Alpine County,1202.0,179.0,14.891846921797004,003
Amador County,37159.0,4277.0,11.509997577975726,005
Butte County,221578.0,46643.0,21.05037503723294,007
Calaveras County,44921.0,5352.0,11.914249460163399,009
Colusa County,21424.0,3068.0,14.320388349514563,011
Contra Costa County,1081232.0,114171.0,10.559343415659175,013
Del Norte County,28066.0,5468.0,19.48264804389653,015
El Dorado County,181465.0,18497.0,10.193150194252334,017
Fresno County,948844.0,255019.0,26.8768100973395,019
Glenn County,28019.0,5517.0,19.690210214497306,021
Humboldt County,134876.0,27325.0,20.259349328271895,023
Imperial County,177026.0,38935.0,21.993944392349146,025
Inyo County,18439.0,2445.0,13.259938174521395,027
Kern County,857730.0,192972.0,22.49798887761883,029
Kings County,151390.0,30244.0,19.97754144923707,031
Lake County,64209.0,15395.0,23.97638960270367,033
Lassen County,33356.0,3856.0,11.560139105408322,035
Los Angeles County,9974203.0,1805868.0,18.10538646546496,037
Madera County,152452.0,33290.0,21.83638128722483,039
Marin County,256802.0,21917.0,8.534590852096168,041
Mariposa County,17946.0,2902.0,16.17073442549872,043
Mendocino County,87612.0,17395.0,19.854586129753915,045
Merced County,261609.0,65552.0,25.05724191446013,047
Modoc County,9335.0,1892.0,20.26780931976433,049
Mono County,14193.0,704.0,4.960191643768055,051
Monterey County,424927.0,69898.0,16.44941366399405,053
Napa County,139253.0,13948.0,10.016301264604712,055
Nevada County,98606.0,12163.0,12.334949191732754,057
Orange County,3086331.0,391705.0,12.691606959849738,059
Placer County,361518.0,32018.0,8.856543795882915,061
Plumas County,19286.0,3006.0,15.586435756507312,063
Riverside County,2266899.0,376737.0,16.619046547728857,065
Sacramento County,1450277.0,258031.0,17.791842523876472,067
San Benito County,56888.0,6864.0,12.06581352833638,069
San Bernardino County,2078586.0,389037.0,18.716425493099635,071
San Diego County,3183143.0,455855.0,14.320908611394461,073
San Francisco County,829072.0,108328.0,13.066175193469325,075
San Joaquin County,701050.0,132986.0,18.969545681477783,077
San Luis Obispo County,274184.0,38121.0,13.903437107927523,079
San Mateo County,739837.0,55672.0,7.524900755166341,081
Santa Barbara County,431555.0,68953.0,15.977801207262111,083
Santa Clara County,1841569.0,180153.0,9.782582135124994,085
Santa Cruz County,267203.0,39252.0,14.689954828351478,087
Shasta County,178520.0,31616.0,17.710060497423257,089
Sierra County,3019.0,487.0,16.131169261344816,091
Siskiyou County,44261.0,9945.0,22.468990759359254,093
Solano County,421624.0,53317.0,12.6456273836404,095
Sonoma County,491790.0,59716.0,12.142581183025275,097
Stanislaus County,522794.0,104786.0,20.043458800215763,099
Sutter County,95067.0,15824.0,16.64510292740909,101
Tehama County,63284.0,11604.0,18.336388344605272,103
Trinity County,13515.0,2489.0,18.416574176840548,105
Tulare County,451108.0,122044.0,27.054275251159368,107
Tuolumne County,54347.0,7444.0,13.697168196956595,109
Ventura County,835790.0,91912.0,10.997020782732504,111
Yolo County,204162.0,39333.0,19.26558321333059,113
Yuba County,73059.0,15926.0,21.7988201316744,115
