Name,Population,Poverty Count,Poverty Rate,County
Alameda County,1643700.0,170884.0,10.396301028168157,001
Alpine County,1146.0,227.0,19.80802792321117,003
Amador County,37829.0,3323.0,8.784266039282032,005
Butte County,227075.0,44410.0,19.557414951007377,007
Calaveras County,45235.0,5242.0,11.588371835967724,009
Colusa County,21464.0,2929.0,13.646105106224375,011
Contra Costa County,1133247.0,102543.0,9.048601055198029,013
Del Norte County,27424.0,5458.0,19.90227537922987,015
El Dorado County,186661.0,16537.0,8.859376088202678,017
Fresno County,978130.0,232067.0,23.725578399599236,019
Glenn County,27897.0,5152.0,18.467935620317597,021
Humboldt County,135768.0,26957.0,19.855194154734548,023
Imperial County,180216.0,41191.0,22.856461135526256,025
Inyo County,18085.0,1792.0,9.908764169200996,027
Kern County,883053.0,187232.0,21.202804361686105,029
Kings County,150075.0,28084.0,18.713310011660838,031
Lake County,64148.0,13224.0,20.61482820976492,033
Lassen County,31185.0,2933.0,9.405162738496072,035
Los Angeles County,10098052.0,1589956.0,15.745175406108029,037
Madera County,155013.0,30549.0,19.707379381084166,039
Marin County,260295.0,19341.0,7.4304154901169825,041
Mariposa County,17540.0,2435.0,13.882554161915621,043
Mendocino County,87422.0,15877.0,18.16133238772849,045
Merced County,269075.0,59660.0,22.17225680572331,047
Modoc County,8938.0,1435.0,16.05504587155963,049
Mono County,14174.0,1454.0,10.258219274728376,051
Monterey County,433212.0,58699.0,13.549716997682427,053
Napa County,140530.0,11168.0,7.9470575677791215,055
Nevada County,99092.0,11169.0,11.271343801719613,057
Orange County,3164182.0,359503.0,11.361641018120956,059
Placer County,380077.0,30293.0,7.9702270855642405,061
Plumas County,18699.0,2146.0,11.476549548104177,063
Riverside County,2383286.0,345724.0,14.506190192868166,065
Sacramento County,1510023.0,235982.0,15.62770898191617,067
San Benito County,59416.0,5459.0,9.187760872492259,069
San Bernardino County,2135413.0,359080.0,16.815482531950494,071
San Diego County,3302833.0,403190.0,12.207398920865815,073
San Francisco County,870044.0,92979.0,10.686700902483093,075
San Joaquin County,732212.0,114294.0,15.609413667080027,077
San Luis Obispo County,281455.0,35303.0,12.543035298715603,079
San Mateo County,765935.0,53387.0,6.970173709257313,081
Santa Barbara County,443738.0,63010.0,14.199820614867331,083
Santa Clara County,1922200.0,149850.0,7.795754864218083,085
Santa Cruz County,273765.0,37429.0,13.671944916260296,087
Shasta County,179085.0,30186.0,16.85568305553229,089
Sierra County,2930.0,241.0,8.225255972696246,091
Siskiyou County,43540.0,8374.0,19.23288929719798,093
Solano County,438530.0,44427.0,10.130891843203429,095
Sonoma County,501317.0,50714.0,10.116154050231689,097
Stanislaus County,539301.0,86066.0,15.958805935831753,099
Sutter County,95872.0,15181.0,15.834654539385848,101
Tehama County,63373.0,13464.0,21.245640888075364,103
Trinity County,12862.0,2491.0,19.367127973876535,105
Tulare County,460477.0,115786.0,25.144795505530134,107
Tuolumne County,53932.0,6715.0,12.450864051027219,109
Ventura County,848112.0,80058.0,9.439555153092988,111
Yolo County,214977.0,40583.0,18.877833442647354,113
Yuba County,75493.0,13298.0,17.614878200627874,115
